address,baths,beds,city,date_sold,hoa_fee,last_sold_price,latitude,longitude,parking,price,property_value,rent_high,rent_low,rent_value,sqft,tax_assessed_value,tax_rate,type,year_built,zest_high,zest_low,zest_value,zestimate
"33 S Boulder Cir APT 222,",2.0,2.0,"Boulder, CO 80303",06/13/13,,235000,39.986687,-105.230016,"Garage - Detached, 242 sqft garage",235000.0,235000,1900.0,1500.0,1730.0,976.0,198800,0.0054,Condo,1993,331000.0,293000.0,312038.0,312038.0
"2990 Shadow Creek Dr APT 204,",1.0,1.0,"Boulder, CO 80303",05/14/15,,325000,40.0101,-105.254105,"Garage - Attached, 180 sqft garage",325000.0,325000,1800.0,1400.0,1600.0,754.0,190500,0.0054,Condo,1984,284000.0,237000.0,260304.0,260304.0
"4818 Macintosh Pl,",2.0,2.0,"Boulder, CO 80301",10/08/15,,465000,40.034468,-105.241264,"Garage - Attached, 380 sqft garage",465000.0,465000,2700.0,2100.0,2385.0,1223.0,311100,0.0054,Single Family,1988,528000.0,459000.0,493567.0,493567.0
"3635 19th St,",2.5,4.0,"Boulder, CO 80304",05/20/13,,485500,40.040586,-105.273047,"Garage - Attached, 400 sqft garage",485500.0,485500,3800.0,2600.0,3200.0,2100.0,472400,0.0054,Single Family,1966,791000.0,694000.0,746352.0,746352.0
"2130 Hermosa Dr,",4.0,3.0,"Boulder, CO 80304",08/22/14,,1320000,40.035482,-105.268292,"Garage - Attached, 650 sqft garage",1320000.0,1320000,5000.0,3300.0,4400.0,2613.0,731500,0.0054,Single Family,1977,1130000.0,984000.0,1046354.0,1046354.0
"3122 Big Horn St # B,",3.0,2.0,"Boulder, CO 80301",07/09/14,,261800,40.042133,-105.251693,"Garage - Attached, 120 sqft garage",261800.0,261800,2200.0,1600.0,1875.0,1290.0,247300,0.0054,Condo,2007,318000.0,283000.0,297588.0,297588.0
"6395 Gunpark Dr STE P,",0.0,0.0,"Boulder, CO 80301",09/02/15,,975000,40.070461,-105.204422,,975000.0,975000,4000.0,2100.0,2900.0,4190.0,240900,0.0054,Single Family,1979,606000.0,437000.0,527040.0,527040.0
"3365 Euclid Ave,",2.0,3.0,"Boulder, CO 80303",07/16/15,,380000,40.00539,-105.24968,,380000.0,380000,2600.0,2000.0,2200.0,912.0,277800,0.0054,Single Family,1960,458000.0,399000.0,424465.0,424465.0
"3662 Roundtree Ct,",3.0,3.0,"Boulder, CO 80304",02/25/15,,529500,40.041171,-105.259894,"Garage - Attached, 264 sqft garage",529500.0,529500,3400.0,2500.0,2895.0,1829.0,450400,0.0054,Single Family,1984,672000.0,578000.0,628261.0,628261.0
"7306 Windsor Dr,",3.0,3.0,"Boulder, CO 80301",10/14/15,,590000,40.067647,-105.184209,"Garage - Attached, 432 sqft garage",590000.0,590000,3400.0,2500.0,2875.0,2881.0,447000,0.0054,Single Family,1990,672000.0,579000.0,616449.0,616449.0
"7302 Island Cir,",4.0,4.0,"Boulder, CO 80301",10/13/15,,800000,40.060834,-105.183061,"Garage - Attached, 556 sqft garage",800000.0,800000,4200.0,2700.0,3082.0,3336.0,553800,0.0054,Single Family,1975,874000.0,783000.0,824132.0,824132.0
"2165 S Walnut St APT 12,",3.0,4.0,"Boulder, CO 80302",05/20/15, 200,487000,40.018443,-105.267009,"Carport, Off street, 2 spaces, 180 sqft garage",487000.0,487000,3200.0,2300.0,2700.0,1664.0,380000,0.0054,Single Family,1977,552000.0,495000.0,520756.0,520756.0
"3790 Smuggler Pl,",3.0,3.0,"Boulder, CO 80305",05/31/13,,431000,39.96495,-105.249646,"Garage - Attached, 231 sqft garage",431000.0,431000,3000.0,2300.0,2650.0,1668.0,386100,0.0054,Condo,1977,563000.0,494000.0,531273.0,531273.0
"4753 White Rock Cir APT D,",1.0,2.0,"Boulder, CO 80301",06/03/13,,163000,40.059396,-105.215393,"Garage - Attached, 200 sqft garage",163000.0,163000,1700.0,1200.0,1495.0,747.0,145700,0.0054,Condo,1982,253000.0,229000.0,241006.0,241006.0
"1850 Folsom St APT 903,",1.0,1.0,"Boulder, CO 80302",07/27/15,,339240,40.019569,-105.262559,"Carport, 1 space, 162 sqft garage",339240.0,339240,2400.0,1600.0,1850.0,801.0,196300,0.0054,Condo,1971,374000.0,306000.0,343377.0,343377.0
"2850 Aurora Ave APT 209,",2.0,2.0,"Boulder, CO 80303",06/13/13,,273000,40.003391,-105.256534,,273000.0,273000,2700.0,1700.0,1975.0,948.0,254400,0.0054,Condo,1995,390000.0,349000.0,367776.0,367776.0
"2886 Kenyon Cir,",2.0,4.0,"Boulder, CO 80305",03/08/16,,669000,39.976033,-105.257932,"Garage - Attached, 288 sqft garage",669000.0,669000,3200.0,2200.0,2786.0,1788.0,526400,0.0054,Single Family,1966,794000.0,698000.0,734740.0,734740.0
"8060 Kincross Way,",2.0,3.0,"Boulder, CO 80301",03/03/14,,355000,40.061126,-105.164818,"Garage - Attached, 462 sqft garage",355000.0,355000,2600.0,2100.0,2300.0,1622.0,310400,0.0054,Single Family,1972,513000.0,442000.0,475234.0,475234.0
"2932 Shadow Creek Dr APT 108,",2.0,2.0,"Boulder, CO 80303",06/18/14, 320,255000,40.009722,-105.255133,,255000.0,255000,2300.0,1600.0,1850.0,872.0,219300,0.0054,Townhouse,1983,363000.0,312000.0,335733.0,335733.0
"340 18th St,",4.0,4.0,"Boulder, CO 80302",05/29/14,,842000,39.996525,-105.26967,"2 spaces, 462 sqft garage",842000.0,842000,4800.0,3300.0,4400.0,2384.0,629600,0.0054,Single Family,1964,1130000.0,943000.0,1036463.0,1036463.0
"3015 Kalmia Ave,",1.0,1.0,"Boulder, CO 80301",08/28/14,,264900,40.040733,-105.253555,"Garage - Detached, 392 sqft garage",264900.0,264900,2400.0,1800.0,2159.0,1164.0,251500,0.0054,Single Family,1925,545000.0,421000.0,478238.0,478238.0
"948 North St APT 20,",2.0,2.0,"Boulder, CO 80304",05/31/13,,295000,40.0242,-105.284744,"Garage - Detached, 171 sqft garage",295000.0,295000,2200.0,1600.0,1850.0,892.0,268800,0.0054,Condo,1984,453000.0,394000.0,423457.0,423457.0
"4437 Coolidge Pl,",3.0,5.0,"Boulder, CO 80303",05/15/15, 3,683750,40.011161,-105.238513,"Garage - Attached, 484 sqft garage",683750.0,683750,3400.0,2200.0,2865.0,3048.0,536500,0.0054,Single Family,1978,784000.0,709000.0,746834.0,746834.0
"790 10th St,",3.0,4.0,"Boulder, CO 80302",07/23/14,,1411578,40.001655,-105.279511,"Garage - Attached, 528 sqft garage",1411578.0,1411578,12000.0,5200.0,6842.0,3472.0,966000,0.0054,Single Family,1939,1820000.0,1640000.0,1730543.0,1730543.0
"3601 Arapahoe Ave UNIT 422,",2.0,2.0,"Boulder, CO 80303",10/28/14,,409000,40.015278,-105.248032,"Garage - Attached, 2 spaces, 400 sqft garage",409000.0,409000,2900.0,2100.0,2400.0,1052.0,363700,0.0054,Townhouse,2006,536000.0,469000.0,510021.0,510021.0
"5056 Buckingham Rd,",2.0,3.0,"Boulder, CO 80301",03/12/14,,240000,40.066231,-105.179153,"Garage - Attached, 378 sqft garage",240000.0,240000,2400.0,1500.0,1900.0,1204.0,184500,0.0054,Condo,1985,306000.0,277000.0,291653.0,291653.0
"4656 White Rock Cir APT 6,",1.0,1.0,"Boulder, CO 80301",10/01/14, 170,155000,40.058532,-105.213592,,155000.0,155000,1500.0,1200.0,1330.0,669.0,117000,0.0054,Condo,1984,210000.0,182000.0,197704.0,197704.0
"2496 Agate Rd,",0.0,0.0,"Boulder, CO 80304",08/17/15,,1210000,40.048323,-105.264437,,1210000.0,1210000,,,,0.0,7300,0.0054,Single Family,,3900.0,2500.0,Unavailable,
"905 Rosewood Ave,",2.0,3.0,"Boulder, CO 80304",11/15/13,,191497,40.057158,-105.285241,"Garage - Attached, 308 sqft garage",191497.0,191497,3500.0,2200.0,2700.0,1443.0,179000,0.0054,Single Family,2013,870000.0,566000.0,707086.0,707086.0
"3354 Sentinel Dr,",3.0,3.0,"Boulder, CO 80301",04/21/15, 240,575000,40.035961,-105.239691,"Garage - Attached, 380 sqft garage",575000.0,575000,3400.0,2500.0,2850.0,2410.0,398800,0.0054,Single Family,1992,672000.0,602000.0,634159.0,634159.0
"1400 Lee Hill Rd UNIT 1,",2.0,2.0,"Boulder, CO 80304",02/03/15,,169900,40.061689,-105.279629,,169900.0,169900,2200.0,1500.0,1695.0,916.0,165200,0.0054,Condo,2003,336000.0,202000.0,266319.0,266319.0
"4742 Edison Ln,",2.5,3.0,"Boulder, CO 80301",05/13/13,,330000,40.030119,-105.243229,"Garage - Detached, 1 space, 200 sqft garage",330000.0,330000,2500.0,1900.0,2195.0,1383.0,274900,0.0054,Townhouse,1983,414000.0,375000.0,394470.0,394470.0
"4795 Hancock Dr,",2.5,4.0,"Boulder, CO 80303",04/29/14,,650000,40.00798,-105.235056,"Garage - Attached, 2 spaces, 462 sqft garage",650000.0,650000,4200.0,2700.0,3250.0,3454.0,509000,0.0054,Single Family,1971,894000.0,746000.0,820235.0,820235.0
"2942 Eagle Way,",1.5,2.0,"Boulder, CO 80301",05/30/14, 250,305000,40.030323,-105.254629,180 sqft garage,305000.0,305000,2400.0,1800.0,2200.0,1402.0,255700,0.0054,Townhouse,1980,449000.0,382000.0,419930.0,419930.0
"3745 Birchwood Dr APT 38,",1.5,2.0,"Boulder, CO 80304",03/25/16,,347500,40.042366,-105.259383,"Garage - Detached, Off street",347500.0,347500,2200.0,1500.0,1825.0,1114.0,242700,0.0054,Condo,1981,349000.0,312000.0,331956.0,331956.0
"231 Silver Cloud Ln,",5.0,3.0,"Boulder, CO 80302",08/18/15,,849200,40.083881,-105.347198,"Garage - Attached, 624 sqft garage",849200.0,849200,4900.0,2600.0,3600.0,2569.0,638500,0.0054,Single Family,1990,942000.0,785000.0,871855.0,871855.0
"907 Rosewood Ave,",2.0,3.0,"Boulder, CO 80304",12/02/13,,179700,40.057131,-105.285117,"Garage - Attached, 242 sqft garage",179700.0,179700,3500.0,2200.0,2708.0,1524.0,179000,0.0054,Single Family,2013,886000.0,581000.0,725911.0,725911.0
"4887 White Rock Cir APT H,",1.0,1.0,"Boulder, CO 80301",03/31/15, 182,171900,40.061716,-105.212071,,171900.0,171900,1700.0,1200.0,1495.0,737.0,142000,0.0054,Condo,1984,219000.0,192000.0,208366.0,208366.0
"3772 Ridgeway St,",3.0,4.0,"Boulder, CO 80301",12/16/15,,730000,40.043392,-105.24932,"Garage - Attached, 462 sqft garage",730000.0,730000,3800.0,2400.0,3200.0,2996.0,565000,0.0054,Condo,2013,834000.0,726000.0,771965.0,771965.0
"4895 Twin Lakes Rd APT 8,",2.0,2.0,"Boulder, CO 80301",09/23/15,,293000,40.063594,-105.196336,"Garage - Detached, 264 sqft garage",293000.0,293000,1800.0,1400.0,1575.0,961.0,162200,0.0054,Condo,1987,307000.0,278000.0,292735.0,292735.0
"1476 Judson Dr,",3.0,5.0,"Boulder, CO 80305",10/06/15,,1051000,39.973503,-105.257683,"Garage - Attached, 584 sqft garage",1051000.0,1051000,4400.0,2500.0,3361.0,2464.0,486400,0.0054,Single Family,1967,937000.0,798000.0,867731.0,867731.0
"6250 Willow Ln,",2.0,2.0,"Boulder, CO 80301",11/20/15,,270000,40.059303,-105.207557,"Garage - Detached, 1 space, 200 sqft garage",270000.0,270000,1800.0,1400.0,1575.0,966.0,191200,0.0054,Single Family,1984,283000.0,256000.0,269979.0,269979.0
"2870 Jay Rd,",1.0,3.0,"Boulder, CO 80301",03/10/15,,490000,40.050495,-105.256972,"6 spaces, 506 sqft garage",490000.0,490000,3100.0,2200.0,2595.0,1040.0,452100,0.0054,Single Family,1953,657000.0,565000.0,607943.0,607943.0
"2260 Nicholl St E,",2.0,2.0,"Boulder, CO 80304",04/20/15,,718000,40.029266,-105.268891,"Garage - Attached, Off street, 306 sqft garage",718000.0,718000,3000.0,2200.0,2535.0,1352.0,388200,0.0054,Single Family,1957,665000.0,571000.0,627112.0,627112.0
"1221 Red Ash Ln,",3.0,4.0,"Boulder, CO 80303",12/22/15,,690000,39.96547,-105.190022,"Garage - Attached, 900 sqft garage",690000.0,690000,4300.0,2700.0,3428.0,3540.0,550000,0.0054,Single Family,1976,1030000.0,728000.0,867227.0,867227.0
"7122 Old Post Rd,",3.0,3.0,"Boulder, CO 80301",12/09/13,,1150000,40.057647,-105.187038,"Garage - Attached, 631 sqft garage",1150000.0,1150000,12000.0,5600.0,6726.0,3373.0,774600,0.0054,Single Family,1991,1820000.0,1570000.0,1702191.0,1702191.0
"4542 Sprucedale Pl,",4.0,3.0,"Boulder, CO 80301",07/17/15,,855000,40.049377,-105.247512,"Garage - Attached, 664 sqft garage",855000.0,855000,4500.0,2400.0,3695.0,3069.0,649800,0.0054,Single Family,2011,961000.0,860000.0,914965.0,914965.0
"6144 Habitat Dr,",1.75,4.0,"Boulder, CO 80301",10/08/13,,319000,40.060245,-105.210189,136 sqft garage,319000.0,319000,2600.0,1800.0,2200.0,1983.0,247300,0.0054,Condo,1986,394000.0,350000.0,368480.0,368480.0
"2350 Dennison Ln,",4.0,4.0,"Boulder, CO 80305",03/31/16,,1750000,39.983637,-105.261649,"Garage - Attached, 612 sqft garage",1750000.0,1750000,12000.0,4200.0,6968.0,4597.0,1338900,0.0054,Single Family,1969,1940000.0,1660000.0,1764971.0,1764971.0
"210 Iroquois Dr,",3.0,4.0,"Boulder, CO 80303",,,596800,39.990915,-105.229505,480 sqft garage,,750000,3400.0,2700.0,2900.0,2676.0,498800,0.0054,Single Family,1965,717000.0,610000.0,670337.0,
"4750 8th St,",0.0,0.0,"Boulder, CO 80304",12/10/15,,756669,40.061141,-105.2863,,756669.0,756669,,,,0.0,51330,0.0054,Single Family,,,,,
"1487 Brown Cir,",3.0,4.0,"Boulder, CO 80305",05/08/15,,456000,39.973654,-105.238646,Garage - Attached,456000.0,456000,3000.0,2300.0,2650.0,2322.0,343300,0.0054,Single Family,1972,510000.0,457000.0,486128.0,486128.0
"2707 Valmont Rd APT 211B,",1.0,2.0,"Boulder, CO 80304",02/19/15,,162000,40.030148,-105.260497,Off street,162000.0,162000,1700.0,1200.0,1400.0,792.0,139100,0.0054,Condo,1972,233000.0,174000.0,211730.0,211730.0
"4892 Brandon Creek Dr,",2.5,4.0,"Boulder, CO 80301",07/15/13,,350000,40.063934,-105.195101,"Garage - Attached, 192 sqft garage",350000.0,350000,2600.0,2100.0,2350.0,1766.0,266300,0.0054,Single Family,1988,438000.0,388000.0,412910.0,412910.0
"5918 Gunbarrel Ave APT E,",2.0,2.0,"Boulder, CO 80301",10/24/13,,165000,40.061291,-105.215377,"Garage - Detached, 200 sqft garage",165000.0,165000,1900.0,1400.0,1750.0,1053.0,183700,0.0054,Condo,1984,332000.0,294000.0,316505.0,316505.0
"2800 Kalmia Ave APT B209,",1.75,2.0,"Boulder, CO 80301",12/04/13,,179000,40.039403,-105.258014,"Carport, 1 space, 153 sqft garage",179000.0,179000,1800.0,1200.0,1550.0,920.0,190700,0.0054,Condo,1983,278000.0,242000.0,259748.0,259748.0
"770 33rd St,",2.0,3.0,"Boulder, CO 80303",05/31/13,,341000,40.001708,-105.250045,"Garage - Attached, 86 sqft garage",341000.0,341000,2700.0,2100.0,2365.0,930.0,362000,0.0054,Single Family,1961,534000.0,483000.0,508724.0,508724.0
"3212 Foundry Pl # 3212,",3.0,2.0,"Boulder, CO 80301",09/04/15,,450000,40.026554,-105.2518,200 sqft garage,450000.0,450000,2500.0,1900.0,2300.0,1386.0,357400,0.0054,Condo,2003,493000.0,441000.0,469406.0,469406.0
"7273 Siena Way # A,",3.0,3.0,"Boulder, CO 80301",11/19/15,,670000,40.066481,-105.183542,"Garage - Attached, 504 sqft garage",670000.0,670000,3600.0,2400.0,2875.0,4166.0,399900,0.0054,Condo,1985,704000.0,571000.0,634337.0,634337.0
"920 10th St,",4.0,5.0,"Boulder, CO 80302",10/28/15,,1035000,40.004156,-105.279522,,1035000.0,1035000,5100.0,1800.0,4474.0,3000.0,677900,0.0054,Single Family,1904,1230000.0,1020000.0,1131973.0,1131973.0
"5934 Gunbarrel Ave APT B,",2.0,3.0,"Boulder, CO 80301",06/03/14,,215000,40.060229,-105.21022,"Garage - Attached, Off street, 200 sqft garage",215000.0,215000,2400.0,1500.0,2000.0,1175.0,204800,0.0054,Condo,1986,326000.0,289000.0,304618.0,304618.0
"730 15th St,",2.25,3.0,"Boulder, CO 80302",08/05/14,,1448632,40.000605,-105.273352,"Garage - Attached, 456 sqft garage",1448632.0,1448632,4900.0,2500.0,4450.0,3593.0,785000,0.0054,Single Family,1972,1440000.0,1180000.0,1312656.0,1312656.0
"2990 Shadow Creek Dr APT 306,",2.0,2.0,"Boulder, CO 80303",09/29/14, 340,320000,40.0101,-105.254105,"Garage - Attached, 180 sqft garage",320000.0,320000,2400.0,1700.0,1950.0,1159.0,267500,0.0054,Condo,1984,377000.0,341000.0,359243.0,359243.0
"1919 Joslyn Ct,",2.0,2.0,"Boulder, CO 80304",10/19/15, 70,675000,40.037566,-105.272362,"Garage - Attached, 2 spaces, 400 sqft garage",675000.0,675000,3500.0,2300.0,2775.0,2304.0,439800,0.0054,Single Family,1981,727000.0,645000.0,686041.0,686041.0
"3025 Broadway St APT 8,",1.0,1.0,"Boulder, CO 80304",01/05/16,,228500,40.030307,-105.28254,Garage - Attached,228500.0,228500,1700.0,1300.0,1395.0,469.0,132400,0.0054,Condo,1984,242000.0,195000.0,216490.0,216490.0
"2867 Sundown Ln APT 305,",2.0,2.0,"Boulder, CO 80303",11/06/14,,285000,40.010127,-105.256962,,285000.0,285000,2700.0,1700.0,1975.0,1036.0,232000,0.0054,Condo,1984,397000.0,359000.0,378297.0,378297.0
"360 Sky Trail Rd,",1.5,4.0,"Boulder, CO 80302",02/28/14,,375000,40.075429,-105.342806,"Garage - Detached, 600 sqft garage",375000.0,375000,3200.0,2400.0,2600.0,2160.0,383100,0.0054,Single Family,1966,625000.0,533000.0,573622.0,573622.0
"7472 Singing Hills Ct,",1.0,1.0,"Boulder, CO 80301",08/20/15,,170000,40.068355,-105.179954,,170000.0,170000,1700.0,1200.0,1495.0,640.0,,0.0054,Single Family,1987,239000.0,140000.0,186685.0,186685.0
"535 Manhattan Dr APT 101,",3.0,4.0,"Boulder, CO 80303",07/10/15, 275,429000,39.997371,-105.229596,"Garage - Detached, 2 spaces, 420 sqft garage",429000.0,429000,2700.0,2100.0,2400.0,2200.0,278400,0.0054,Condo,1985,508000.0,416000.0,457293.0,457293.0
"630 N Cedar Brook Rd,",2.0,3.0,"Boulder, CO 80304",01/28/16,,615000,40.055863,-105.304085,"Garage - Attached, 2 spaces, 494 sqft garage",615000.0,615000,3200.0,2400.0,2695.0,2150.0,412900,0.0054,Single Family,1972,670000.0,576000.0,626203.0,626203.0
"4035 Evans Dr,",1.75,4.0,"Boulder, CO 80303",02/13/14,,470000,40.001758,-105.242586,"Garage - Attached, 456 sqft garage",470000.0,470000,3000.0,2400.0,2600.0,1660.0,407700,0.0054,Single Family,1966,672000.0,601000.0,639559.0,639559.0
"1111 Maxwell Ave APT 114,",1.0,1.0,"Boulder, CO 80304",02/20/14,,215000,40.021907,-105.282432,"Carport, Off street, 1 space",215000.0,215000,1700.0,1300.0,1350.0,520.0,125500,0.0054,Condo,1971,245000.0,211000.0,229068.0,229068.0
"273 Green Meadow Ln,",2.0,3.0,"Boulder, CO 80302",09/26/13,,570000,40.085077,-105.334418,"Garage - Attached, 756 sqft garage",570000.0,570000,3800.0,2500.0,2995.0,2591.0,546600,0.0054,Single Family,1971,727000.0,625000.0,679180.0,679180.0
"656 Furman Way,",2.75,5.0,"Boulder, CO 80305",11/26/14,,898000,39.982635,-105.265624,"Garage - Attached, 504 sqft garage",898000.0,898000,4500.0,2400.0,4000.0,3045.0,722100,0.0054,Single Family,1968,1100000.0,943000.0,1003259.0,1003259.0
"3105 Fremont St,",2.5,3.0,"Boulder, CO 80304",08/11/14,,680200,40.031299,-105.265293,"Garage - Attached, 418 sqft garage",680200.0,680200,5800.0,3400.0,4825.0,8844.0,491300,0.0054,Single Family,1960,1440000.0,977000.0,1221111.0,1221111.0
"3009 Madison Ave APT M109,",2.0,2.0,"Boulder, CO 80303",05/28/13,,165000,40.006329,-105.252258,"Garage - Detached, 216 sqft garage",165000.0,165000,1900.0,1500.0,1750.0,1102.0,181600,0.0054,Condo,1969,274000.0,231000.0,251362.0,251362.0
"50 S Boulder Cir APT 5023,",1.0,1.0,"Boulder, CO 80303",10/27/15,,245600,39.987362,-105.230597,"Garage - Detached, 273 sqft garage",245600.0,245600,1500.0,1200.0,1250.0,637.0,130000,0.0054,Condo,1984,254000.0,204000.0,228993.0,228993.0
"255 Peakview Rd,",4.0,5.0,"Boulder, CO 80302",07/29/15,,1055000,40.092277,-105.33216,"Garage - Attached, 892 sqft garage",1055000.0,1055000,5400.0,1300.0,4534.0,4603.0,877500,0.0054,Single Family,2005,1230000.0,1080000.0,1146975.0,1146975.0
"2620 Pine St,",1.0,2.0,"Boulder, CO 80302",01/08/15,,410000,40.023647,-105.260963,"1 space, 320 sqft garage",410000.0,410000,2800.0,1900.0,2400.0,784.0,390000,0.0054,Single Family,1925,641000.0,492000.0,571940.0,571940.0
"1825 Marine St APT 18,",1.0,1.0,"Boulder, CO 80302",07/21/14,,164500,40.013884,-105.270711,Off street,164500.0,164500,2300.0,1300.0,1550.0,412.0,122900,0.0054,Condo,1984,257000.0,195000.0,221502.0,221502.0
"3315 Chisholm Trl # E103,",1.0,1.0,"Boulder, CO 80301",09/16/14,,121000,40.034958,-105.251444,200 sqft garage,121000.0,121000,1700.0,1200.0,1495.0,798.0,110600,0.0054,Condo,1971,202000.0,170000.0,190814.0,190814.0
"5294 Deer Creek Ct,",4.0,6.0,"Boulder, CO 80301",05/01/15,,900000,40.070832,-105.186016,"Garage - Attached, 1023 sqft garage",900000.0,900000,4800.0,2100.0,3748.0,4622.0,735000,0.0054,Single Family,1994,994000.0,899000.0,946833.0,946833.0
"855 Lincoln Pl,",1.0,2.0,"Boulder, CO 80302",05/01/15,,550000,40.002908,-105.281391,160 sqft garage,550000.0,550000,3400.0,2300.0,2650.0,1056.0,535600,0.0054,Single Family,1941,740000.0,563000.0,654666.0,654666.0
"8344 Stoneridge Ter,",2.0,2.0,"Boulder, CO 80302",05/28/13,,490000,40.124098,-105.295514,"Garage - Detached, 720 sqft garage",490000.0,490000,3500.0,2400.0,2800.0,2404.0,424400,0.0054,Single Family,1975,660000.0,574000.0,616699.0,616699.0
"5313 Aztec Dr,",2.5,3.0,"Boulder, CO 80303",01/25/16,,637000,39.999095,-105.22782,"Garage - Attached, 478 sqft garage",637000.0,637000,3300.0,2600.0,2850.0,2428.0,450300,0.0054,Single Family,1975,707000.0,627000.0,666601.0,666601.0
"811 Orman Dr,",1.75,3.0,"Boulder, CO 80303",03/10/15,,520000,40.003196,-105.23722,"Garage - Attached, 1 space, 253 sqft garage",520000.0,520000,3000.0,2300.0,2600.0,1456.0,406000,0.0054,Single Family,1967,617000.0,542000.0,576756.0,576756.0
"1223 Quince Ave,",2.0,3.0,"Boulder, CO 80304",05/09/13,,530000,40.048167,-105.281702,"Garage - Attached, 282 sqft garage",530000.0,530000,3400.0,2500.0,2895.0,1607.0,479100,0.0054,Single Family,1950,749000.0,638000.0,693957.0,693957.0
"1635 Yellow Pine Ave # 2-26,",2.5,3.0,"Boulder, CO 80304",07/16/15, 250,470000,40.060228,-105.276986,"Garage - Detached, 1 space, 220 sqft garage",470000.0,470000,3400.0,2200.0,2750.0,1608.0,353300,0.0054,Townhouse,2004,519000.0,465000.0,494389.0,494389.0
"5132 Holmes Pl,",1.5,4.0,"Boulder, CO 80303",06/07/13,,550000,40.009853,-105.230934,"Garage - Attached, 528 sqft garage",550000.0,550000,3500.0,2600.0,2875.0,2550.0,600600,0.0054,Single Family,1975,848000.0,752000.0,800077.0,800077.0
"1655 Walnut St UNIT 209,",1.0,1.0,"Boulder, CO 80302",07/14/15, 326,600000,40.018413,-105.273674,"Garage - Attached, 200 sqft garage",600000.0,600000,3200.0,2000.0,2500.0,905.0,554400,0.0054,Condo,2009,670000.0,577000.0,620067.0,620067.0
"1070 Rosehill Dr,",3.0,3.0,"Boulder, CO 80302",09/25/14,,1930000,40.006702,-105.285141,"Garage - Attached, 531 sqft garage",1930000.0,1930000,13000.0,7100.0,7936.0,3785.0,1621700,0.0054,Single Family,2008,2110000.0,1910000.0,2007460.0,2007460.0
"3601 Arapahoe Ave UNIT 204,",2.0,2.0,"Boulder, CO 80303",06/09/15, 357,465000,40.015277,-105.248031,"Garage - Attached, Off street, 2 spaces, 400 sqft garage",465000.0,465000,2800.0,1900.0,2400.0,1069.0,316600,0.0054,Condo,2006,517000.0,449000.0,488181.0,488181.0
"5420 Glendale Gulch Cir,",4.0,4.0,"Boulder, CO 80301",01/27/14,,430000,40.073171,-105.195216,"Garage - Attached, 400 sqft garage",430000.0,430000,3400.0,2400.0,2800.0,3183.0,383200,0.0054,Single Family,1990,663000.0,553000.0,614261.0,614261.0
"5649 Pennsylvania Ave,",3.0,4.0,"Boulder, CO 80303",04/15/14,,670000,40.006122,-105.22209,"Garage - Attached, 462 sqft garage",670000.0,670000,4500.0,2900.0,3895.0,3574.0,694000,0.0054,Single Family,1987,1030000.0,936000.0,985483.0,985483.0
"4086 Dawn Ct,",1.5,3.0,"Boulder, CO 80304",12/16/13,,490900,40.048944,-105.25988,"Garage - Attached, 380 sqft garage",490900.0,490900,3100.0,2300.0,2525.0,1572.0,355600,0.0054,Single Family,1987,574000.0,519000.0,546194.0,546194.0
"3702 Paonia St,",2.0,2.0,"Boulder, CO 80301",09/22/14,,187765,40.0536,-105.2552,"Garage - Detached, 242 sqft garage",187765.0,187765,2400.0,1600.0,2100.0,1425.0,59175,0.0054,Condo,2014,562000.0,315000.0,425435.0,425435.0
"2881 N Lakeridge Trl,",5.0,4.0,"Boulder, CO 80302",09/11/13,,1950000,40.139236,-105.291453,"Garage - Detached, 653 sqft garage",1950000.0,1950000,16000.0,6600.0,9841.0,4892.0,903100,0.0054,Single Family,1998,2710000.0,2290000.0,2490036.0,2490036.0
"1875 Lehigh St,",3.0,4.0,"Boulder, CO 80305",04/30/14,,1267000,39.967715,-105.259951,"Garage - Attached, 648 sqft garage",1267000.0,1267000,11000.0,6000.0,6471.0,3351.0,822200,0.0054,Single Family,1968,1750000.0,1540000.0,1635840.0,1635840.0
"4820 Briar Ridge Ct,",2.0,3.0,"Boulder, CO 80301",03/04/15,,393000,40.062994,-105.18144,"Garage - Attached, 484 sqft garage",393000.0,393000,2700.0,2100.0,2395.0,2780.0,309400,0.0054,Single Family,1974,492000.0,441000.0,464486.0,464486.0
"1620 Columbine Ave,",3.0,3.0,"Boulder, CO 80302",03/14/14,,1225000,39.998777,-105.271973,"Garage - Attached, 795 sqft garage",1225000.0,1225000,7000.0,5800.0,6121.0,3255.0,1026500,0.0054,Single Family,1994,1630000.0,1460000.0,1548471.0,1548471.0
"3771 Monterey Pl,",2.0,4.0,"Boulder, CO 80301",09/17/14,,492500,40.043155,-105.255068,"2 spaces, 462 sqft garage",492500.0,492500,3100.0,2400.0,2650.0,2222.0,362600,0.0054,Single Family,1970,608000.0,539000.0,573594.0,573594.0
"3250 Oneal Cir APT A12,",1.0,2.0,"Boulder, CO 80301",09/11/15, 195,225000,40.03456,-105.25157,,225000.0,225000,1600.0,1200.0,1450.0,767.0,136400,0.0054,Condo,1968,250000.0,227000.0,238562.0,238562.0
"2805 6th St,",3.5,5.0,"Boulder, CO 80304",08/04/14,,1700000,40.026932,-105.289442,"Garage - Attached, 517 sqft garage",1700000.0,1700000,15000.0,7300.0,9008.0,5425.0,1857100,0.0054,Single Family,2005,2940000.0,2070000.0,2276792.0,2276792.0
